Shop Name,latitude,longitude,Retailer Subtype,YTD Retailing Value,country,Opportunity
BRIGHT CHOICE COSTMETICS,6.4618354,3.2494967,Secondary,147.85524,Nigeria,Low Performer
GODWIN,6.4618361,3.2500341,Secondary,7.938,Nigeria,Underperforming
AMAZING GRACE,6.4618371,3.25081,Secondary,55.31317,Nigeria,Underperforming
SUNNYTEX,6.4618377,3.2494056,Secondary,0.0,Nigeria,Dead Whitespace
David cosmetic,6.4618379,3.2509225,Secondary,4.7665,Nigeria,Underperforming
gozie cusmetics,6.4618381,3.2497198,Secondary,14.75694,Nigeria,Underperforming
glamour,6.4618397,3.2494749,Secondary,23.94,Nigeria,Underperforming
EFFICIENT BEAUTY,6.46184,3.2502354,Secondary,482.076,Nigeria,Low Performer
Doztonia cosmetic,6.4618408,3.2509617,Secondary,146.538,Nigeria,Low Performer
CHRIS BEE VENTURES,6.461844,3.2499648,Secondary,372.96,Nigeria,Low Performer
Chris store,6.461856,3.2506163,Secondary,13.86,Nigeria,Underperforming
O.K NELSON GLOBAL,6.4618563,3.2496433,Secondary,864.99,Nigeria,High Performer
DONALISIN COSMETICS,6.4618636,3.2506716,Secondary,48.384,Nigeria,Underperforming
SUNNY TEX SHOP,6.4618639,3.2492049,Secondary,260.92836,Nigeria,Low Performer
Tonyland cosmetic,6.4618647,3.2507022,Secondary,103.18728,Nigeria,Low Performer
Iya Anjola,6.4618714,3.3874169,Secondary,0.0,Nigeria,Dead Whitespace
Oyin cosmetic,6.4618745,3.2494145,Secondary,320.50872,Nigeria,Low Performer
IKE COSMETICS,6.4618867,3.2506478,Secondary,175.5495,Nigeria,Low Performer
MRS BELLO,6.4618873,3.3852082,Secondary,35.2737,Nigeria,Underperforming
T T G,6.4618905,3.2506396,Secondary,504.00887,Nigeria,Active
IYA OYINBO,6.4618916,3.3851294,Secondary,8.55624,Nigeria,Underperforming
MONTEX VENTURES,6.4618952,3.3838381,Primary,0.0,Nigeria,Dead Whitespace
OBINNA COSMETIC,6.4619025,3.2507086,Secondary,521.98272,Nigeria,Active
IFEANYI BONANZA,6.4619096,3.3851523,Secondary,35.2737,Nigeria,Underperforming
EMMA CHINA,6.4619116,3.3851504,Secondary,0.0,Nigeria,Dead Whitespace
MRS BIYACHI SHOP,6.4619179,3.2493105,Secondary,322.056,Nigeria,Low Performer
VICKY COSMETICS,6.4619241,3.2493029,Secondary,0.0,Nigeria,Dead Whitespace
IYA JOSEPH,6.4619262,3.3851053,Secondary,0.0,Nigeria,Dead Whitespace
IFY UBADI,6.4619273,3.3851126,Secondary,91.39311,Nigeria,Low Performer
ANOINTING I.K STEVE,6.4619284,3.385147,Secondary,268.02756,Nigeria,Low Performer
DIVINE SUCCESS,6.4619384,3.2503665,Secondary,161.05083,Nigeria,Low Performer
CHIPERTEX VENTURE,6.4619396,3.2493652,Secondary,139.53348,Nigeria,Low Performer
LACHANLE STORE,6.4619468,3.3850801,Secondary,73.78392,Nigeria,Low Performer
Tony Gold cosmetics,6.4619533,3.249969,Secondary,171.91944,Nigeria,Low Performer
EVER BRIGHT,6.4619535,3.2500255,Secondary,608.454,Nigeria,High Performer
HAPPNUEL VENTURE,6.4619538,3.3851555,Secondary,142.29132,Nigeria,Low Performer
BLESSED TOMAX SHOP,6.4619577,3.2504209,Secondary,492.62472,Nigeria,Low Performer
AWACO,6.4619587,3.3851917,Secondary,117.43453,Nigeria,Low Performer
WASSCO COSMETICS,6.4619591,3.2504448,Secondary,1289.6415,Nigeria,High Performer
PERPETUAL WINISOME COSMETICS,6.4619605,3.250534,Secondary,454.3056,Nigeria,Low Performer
BUCHI COSMETICS,6.4619623,3.2494228,Secondary,207.21708,Nigeria,Low Performer
HAND OF GOD 2,6.4619629,3.2505372,Secondary,176.148,Nigeria,Low Performer
TOP SUNNY COSMETICS,6.4619645,3.2503355,Secondary,357.777,Nigeria,Low Performer
CHRIST LINE COSMETICS,6.4619685,3.2501523,Secondary,167.58,Nigeria,Low Performer
EMMA NICE COSMETICS,6.4619704,3.2500208,Secondary,452.83644,Nigeria,Low Performer
C.M BASON COSMETIC,6.4619743,3.250768,Secondary,234.69306,Nigeria,Low Performer
chinwedu Balogun,6.4619775,3.385267,Secondary,0.0,Nigeria,Dead Whitespace
BLESSED AG C COSMETICS,6.461979,3.2494252,Secondary,0.0,Nigeria,Dead Whitespace
BLESSED ROMEO,6.4619807,3.2496362,Secondary,109.48644,Nigeria,Low Performer
EVER DESTINY COSMETIC,6.461991,3.2493104,Secondary,354.5958,Nigeria,Low Performer
uc cusmetics,6.4619928,3.2494557,Secondary,27.2286,Nigeria,Underperforming
BEBE COSMETICS,6.4620047,3.2492735,Secondary,392.112,Nigeria,Low Performer
BBC VENTURES,6.4620058,3.387096,Secondary,0.0,Nigeria,Dead Whitespace
vanacer cusmetics,6.4620119,3.2494616,Secondary,16.002,Nigeria,Underperforming
MAMA DAVID STORES,6.4620225,3.250304,Secondary,16.8,Nigeria,Underperforming
uc unik,6.4620243,3.2495156,Secondary,0.0,Nigeria,Dead Whitespace
EMMATEC CLOBAL,6.4620458,3.2499327,Secondary,238.76706,Nigeria,Low Performer
MR UNAMDI,6.4620616,3.3837808,Secondary,275.51,Nigeria,Low Performer
MR NOZA,6.4620631,3.3837765,Secondary,342.83652,Nigeria,Low Performer
mike cosmetic,6.4620632,3.2505262,Secondary,201.474,Nigeria,Low Performer
MADAM HAPPINESS COSMETICS,6.4620654,3.250117,Secondary,145.60308,Nigeria,Low Performer
BEN MARIO,6.4620671,3.2500957,Secondary,961.6824,Nigeria,High Performer
SKY CLAIRE COSMETICS,6.4620699,3.249933,Secondary,324.25344,Nigeria,Low Performer
zubi cosmetics,6.462076,3.250501,Secondary,0.0,Nigeria,Dead Whitespace
SIR KING COSMETICS,6.4620763,3.2500788,Secondary,339.6771,Nigeria,Low Performer
DAY SPRING GLOBAL,6.4620777,3.2500933,Secondary,373.338,Nigeria,Low Performer
KEN-Bel Nig Enterprise,6.4620876,3.2505045,Secondary,251.1206,Nigeria,Low Performer
ALUKEN COSMETICS,6.4620888,3.2502164,Secondary,160.02,Nigeria,Low Performer
IYA AYO,6.4620899,3.2496982,Secondary,363.55872,Nigeria,Low Performer
CRYSTAL GOLD COSMETICS,6.4620928,3.250197,Secondary,373.30944,Nigeria,Low Performer
Divine wisdom cosmetics,6.4620952,3.2502652,Secondary,277.44444,Nigeria,Low Performer
NESS BEAUTY COSMETICS,6.4620965,3.2499193,Secondary,98.24472,Nigeria,Low Performer
FRANKLING GLOBAL VENTURES,6.4620971,3.2497562,Secondary,722.4252,Nigeria,High Performer
jykesweb,6.4621019,3.2509404,Secondary,7.938,Nigeria,Underperforming
DELIGHT IN GOD,6.4621027,3.2505151,Secondary,529.30824,Nigeria,Active
EJIKE,6.4621138,3.2507891,Secondary,14.868,Nigeria,Underperforming
SHOWERS OF BLESSING SHOP,6.4621163,3.2499743,Secondary,249.8076,Nigeria,Low Performer
ANIE MEGA LINK,6.46212,3.2502987,Secondary,772.884,Nigeria,High Performer
Conference Sales EBD LAG Mainland,6.4621239,3.2500564,Primary,0.0,Nigeria,Dead Whitespace
UGO PAUL FOCUS VENTURES,6.4621379,3.2501886,Secondary,210.924,Nigeria,Low Performer
IHTCL HEALTH,6.4621414,3.2502862,Secondary,198.73455,Nigeria,Low Performer
FAMOUS MAX ENTERPRISE,6.4621699,3.2500009,Secondary,386.505,Nigeria,Low Performer
ANDY BEST,6.4621793,3.3873947,Secondary,0.0,Nigeria,Dead Whitespace
DALUCHI PHARMACY,6.4621827,3.3873835,Secondary,0.0,Nigeria,Dead Whitespace
OLA,6.4621835,3.3874029,Secondary,32.004,Nigeria,Underperforming
"CASMED INV,",6.4621836,3.3873878,Secondary,0.0,Nigeria,Dead Whitespace
IFYTEX RESOURC VENTURES,6.4621996,3.2498463,Secondary,178.29,Nigeria,Low Performer
EZE BEN,6.4622006,3.3874137,Secondary,0.0,Nigeria,Dead Whitespace
LSSED COSMETICS,6.4622061,3.2497943,Secondary,305.172,Nigeria,Low Performer
IBU VENTURE,6.4622149,3.387409,Secondary,0.0,Nigeria,Dead Whitespace
IFEC VETURE,6.462215,3.3874099,Secondary,0.0,Nigeria,Dead Whitespace
obuson cusmetics,6.4622281,3.2502052,Secondary,7.938,Nigeria,Underperforming
Excellent cosmetics,6.4622616,3.2497632,Secondary,12.34212,Nigeria,Underperforming
FRANKLING COSMETICS,6.4622625,3.2497805,Secondary,329.994,Nigeria,Low Performer
VICKY E COSMETICS,6.4622653,3.2502782,Secondary,396.018,Nigeria,Low Performer
Nk cosmetic,6.4622833,3.250205,Secondary,83.034,Nigeria,Low Performer
FIRST LIGHT,6.4623149,3.3874181,Secondary,0.0,Nigeria,Dead Whitespace
A & F,6.4623288,3.3875,Secondary,0.0,Nigeria,Dead Whitespace
SINEWS AND MUSCLES,6.4623323,3.144838,Secondary,0.0,Nigeria,Dead Whitespace
somwa cosmetics,6.4623436,3.2497529,Secondary,7.938,Nigeria,Underperforming
BELOVED,6.4623549,3.38725,Secondary,3207.777006,Nigeria,High Performer
CHRISPHARM&CHEM LTD,6.4623555,3.3872887,Secondary,2010.703212,Nigeria,High Performer
DOZAN,6.4623558,3.3872886,Secondary,1561.384482,Nigeria,High Performer
EDUGOLD INVESTMENT,6.4623565,3.3872884,Secondary,1935.29175,Nigeria,High Performer
Prince venture,6.4623732,3.3874703,Secondary,0.0,Nigeria,Dead Whitespace
CHIDI H,6.4623859,3.3869909,Secondary,0.0,Nigeria,Dead Whitespace
SARACAS INVESTMENT,6.4623894,3.2493686,Secondary,460.17888,Nigeria,Low Performer
JOHN-DEN COSMETICS,6.4624157,3.2498165,Secondary,435.309,Nigeria,Low Performer
P G God bless,6.4624324,3.3874962,Secondary,8.55624,Nigeria,Underperforming
H GOZIE PHARMACY,6.4624406,3.387432,Secondary,0.0,Nigeria,Dead Whitespace
MUMMY AMARACHI,6.4624612,3.3868688,Secondary,0.0,Nigeria,Dead Whitespace
Noble Ike cosmetic surgery,6.4624623,3.2490879,Secondary,67.15176,Nigeria,Low Performer
MR. SHEUN,6.4624683,3.3871819,Secondary,0.0,Nigeria,Dead Whitespace
CHIBUKE,6.4624752,3.3872089,Secondary,0.0,Nigeria,Dead Whitespace
MR. CHINEDU,6.4624753,3.3875039,Secondary,0.0,Nigeria,Dead Whitespace
FEBORICH,6.4624805,3.4176781,Secondary,586.9878,Nigeria,High Performer
ugochiyere cusmetics,6.4624813,3.2509046,Secondary,16.85964,Nigeria,Underperforming
p G    God bless,6.4624933,3.3872939,Secondary,40.77708,Nigeria,Underperforming
Ebintue cusmetics,6.4624953,3.2509769,Secondary,16.128,Nigeria,Underperforming
Ebeniza cusmetics,6.4624953,3.250979,Secondary,18.3432,Nigeria,Underperforming
Mummy titilope,6.4625046,3.3873993,Secondary,0.0,Nigeria,Dead Whitespace
IYA ALIYA,6.4625179,3.3872649,Secondary,0.0,Nigeria,Dead Whitespace
Mummy  suliat,6.4625222,3.3872532,Secondary,0.0,Nigeria,Dead Whitespace
Iya Rokeebat,6.4625352,3.3871856,Secondary,13.01022,Nigeria,Underperforming
Usman Investment - Idumota,6.4625367,3.3872372,Primary,0.0,Nigeria,Dead Whitespace
MR. UCHE,6.4625424,3.3872289,Secondary,0.0,Nigeria,Dead Whitespace
IYA IBEJI,6.462544,3.387227,Secondary,40.15008,Nigeria,Underperforming
Iya Aaliyah,6.4625619,3.3871985,Secondary,0.0,Nigeria,Dead Whitespace
lya sameol,6.4625681,3.3872007,Secondary,0.0,Nigeria,Dead Whitespace
MR. KINGSLEY,6.4625681,3.387503,Secondary,0.0,Nigeria,Dead Whitespace
UGO GOD,6.46257,3.3862517,Secondary,0.0,Nigeria,Dead Whitespace
Eleha cosmetics store,6.4625701,3.3872078,Secondary,8.14608,Nigeria,Underperforming
MUMMY EJIMA,6.4625853,3.3876904,Secondary,8.14608,Nigeria,Underperforming
MR KELECHI,6.4625929,3.3875757,Secondary,0.0,Nigeria,Dead Whitespace
SEAT OF WISDOM,6.4626219,3.388864,Secondary,0.0,Nigeria,Dead Whitespace
ENCOURAGE PHARMACY,6.4626292,3.3876284,Secondary,0.0,Nigeria,Dead Whitespace
ABIS MODDY,6.462631,3.3887424,Secondary,0.0,Nigeria,Dead Whitespace
IFEANYI STORE,6.4626483,3.3871472,Secondary,0.0,Nigeria,Dead Whitespace
motunmaz ventures,6.4626535,3.3878922,Secondary,44.86176,Nigeria,Underperforming
IYA KOLO,6.4626573,3.3875325,Secondary,0.0,Nigeria,Dead Whitespace
FURTANA COSMETICS,6.4626583,3.3878209,Secondary,0.0,Nigeria,Dead Whitespace
ROMY&BROTH,6.4626626,3.3888381,Secondary,2438.552571,Nigeria,High Performer
BEACON,6.462664,3.3872126,Secondary,0.0,Nigeria,Dead Whitespace
TENSHINE,6.4626644,3.3872145,Secondary,0.0,Nigeria,Dead Whitespace
lya Aliya,6.462665,3.387167,Secondary,0.0,Nigeria,Dead Whitespace
JULIET COSMETIC,6.4626655,3.2498086,Secondary,547.67384,Nigeria,Active
TURNBYTURN,6.4626655,3.3872171,Secondary,0.0,Nigeria,Dead Whitespace
Egwu Harrison C. Ltd,6.4626711,3.3871497,Primary,0.0,Nigeria,Dead Whitespace
lya Aliya,6.4626753,3.387155,Secondary,8.55624,Nigeria,Underperforming
Bago Eko im,6.462678,3.3871503,Secondary,116.59242,Nigeria,Low Performer
BLESSING,6.4626825,3.3871372,Secondary,0.0,Nigeria,Dead Whitespace
THANK GOD PHARMACY,6.4626873,3.3875774,Secondary,0.0,Nigeria,Dead Whitespace
DON VIC,6.4626894,3.3898578,Secondary,0.0,Nigeria,Dead Whitespace
AMAH IBEX,6.4626978,3.3876739,Secondary,0.0,Nigeria,Dead Whitespace
LOBEN,6.4626989,3.3877318,Secondary,2034.892062,Nigeria,High Performer
FLORA TRUSTWORTHY LIMITED,6.4626989,3.3879686,Secondary,0.0,Nigeria,Dead Whitespace
lya Aliya,6.4627016,3.3871598,Secondary,0.0,Nigeria,Dead Whitespace
DEVINE COSMETICS,6.4627017,3.3879903,Secondary,0.0,Nigeria,Dead Whitespace
Iya baits,6.4627097,3.3872785,Secondary,0.0,Nigeria,Dead Whitespace
MUMMY CHIGOZIE,6.4627199,3.3871185,Secondary,0.0,Nigeria,Dead Whitespace
CARE POINT PHARMACY,6.462722435,3.584943675,Secondary,0.0,Nigeria,Dead Whitespace
Iya  basit,6.4627244,3.387189,Secondary,0.0,Nigeria,Dead Whitespace
IFY-GOLD COSMETICS,6.4627323,3.2498642,Secondary,309.10572,Nigeria,Low Performer
IYA YINKA,6.4627426,3.3871369,Secondary,0.0,Nigeria,Dead Whitespace
motunmaz ventures,6.4627731,3.3878754,Secondary,29.55619,Nigeria,Underperforming
mummy Jonathan,6.4627953,3.3872128,Secondary,12.05306,Nigeria,Underperforming
DONAS,6.4627983,3.3886446,Secondary,0.0,Nigeria,Dead Whitespace
Koin Rx,6.4628027,3.3870939,Secondary,718.98,Nigeria,High Performer
HOPE ALIVE,6.4628033,3.3871067,Primary,0.0,Nigeria,Dead Whitespace
MR BRITISH COSMETICS,6.4628236,3.2516435,Secondary,536.676,Nigeria,Active
LONDON INTERNATIONAL BABY,6.4628266,3.2498733,Secondary,305.424,Nigeria,Low Performer
zurk,6.4628298,3.2506626,Secondary,16.2414,Nigeria,Underperforming
SONWA COSMETICSS,6.4628325,3.2498766,Secondary,268.05744,Nigeria,Low Performer
EBUKA COSMETICS,6.4628325,3.2498798,Secondary,267.3132,Nigeria,Low Performer
Onduwa supermarket,6.4628393,3.6736374,Secondary,74.90448,Nigeria,Low Performer
ETERNITY,6.4628637,3.3886095,Secondary,0.0,Nigeria,Dead Whitespace
OKWY HOLDEN,6.4628827,3.3885462,Secondary,0.0,Nigeria,Dead Whitespace
RIPPLES PHARMACY,6.462893,3.3826924,Secondary,0.0,Nigeria,Dead Whitespace
Trust store,6.462899,3.6736506,Secondary,60.66369,Nigeria,Underperforming
HIGH PRAISE,6.4629066,3.3885689,Secondary,0.0,Nigeria,Dead Whitespace
MUBURA Q COSMETICS,6.4629167,3.2500381,Secondary,274.3386,Nigeria,Low Performer
mirss  Rahamn,6.4629296,3.3875606,Secondary,32.004,Nigeria,Underperforming
MAC MAYER,6.4629333,3.3885015,Secondary,0.0,Nigeria,Dead Whitespace
CHAVO INVT.,6.4629341,3.387747,Secondary,0.0,Nigeria,Dead Whitespace
EMCO VENTURE,6.4629542,3.3885964,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE SUCCESS,6.4629838,3.1123874,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE UGO,6.4630863,3.3886152,Secondary,0.0,Nigeria,Dead Whitespace
KC DIVINE GRACE,6.4630887,3.3889274,Secondary,0.0,Nigeria,Dead Whitespace
MUM-T COSMETICS,6.4631402,3.2500979,Secondary,311.70636,Nigeria,Low Performer
RALPH NUEL,6.4631852,3.388618,Secondary,0.0,Nigeria,Dead Whitespace
DANY,6.4631952,3.3881558,Secondary,1594.3224465,Nigeria,High Performer
Endy Best Nig,6.4631966,3.3898628,Secondary,453.4089,Nigeria,Low Performer
A&A PHARM,6.4631994,3.3894476,Secondary,0.0,Nigeria,Dead Whitespace
CLEMCO VENTURE,6.4632036,3.3886212,Secondary,0.0,Nigeria,Dead Whitespace
GREAT GOD PHARMACY,6.4632075,3.3886202,Secondary,0.0,Nigeria,Dead Whitespace
JOHNPAUL MED&CO,6.4632088,3.3880251,Secondary,1759.5655035,Nigeria,High Performer
GOD'S LOVE PHARMACY,6.4632095,3.3886337,Secondary,0.0,Nigeria,Dead Whitespace
ZINKUM,6.4632096,3.388619,Secondary,0.0,Nigeria,Dead Whitespace
DON SIMEON,6.4632103,3.38866,Secondary,0.0,Nigeria,Dead Whitespace
GREAT HOLY,6.4632114,3.3886193,Secondary,0.0,Nigeria,Dead Whitespace
E. AUSTINE,6.463213,3.3886564,Secondary,0.0,Nigeria,Dead Whitespace
EVER YOUNG INVESTMENT,6.4632144,3.3886189,Secondary,0.0,Nigeria,Dead Whitespace
ELVIS MACN & SON ENTE,6.4632149,3.388658,Secondary,0.0,Nigeria,Dead Whitespace
TURNBYTURN,6.4632383,3.3881029,Secondary,2336.296473,Nigeria,High Performer
CHOSEN,6.4632409,3.3880496,Secondary,1384.3893,Nigeria,High Performer
T-GOD,6.4632645,3.3880706,Secondary,1577.9862,Nigeria,High Performer
GIFTED HAND ENTERPRISE,6.4632688,3.3886233,Secondary,0.0,Nigeria,Dead Whitespace
MONSTAR,6.4632828,3.3880599,Secondary,1542.20745,Nigeria,High Performer
C.GOD,6.4633121,3.3880068,Secondary,1829.34906,Nigeria,High Performer
ANDREW ENTERPRISE,6.4633121,3.388126,Secondary,0.0,Nigeria,Dead Whitespace
MAMA TOLANI STORE,6.4633247,3.3875764,Secondary,0.0,Nigeria,Dead Whitespace
P.U COSMETICS,6.4633251,3.3876088,Secondary,0.0,Nigeria,Dead Whitespace
BENSON ENT.,6.4633257,3.3880194,Secondary,0.0,Nigeria,Dead Whitespace
A&A PHARM,6.46333,3.3880518,Secondary,0.0,Nigeria,Dead Whitespace
SEAL BRIGHT,6.463334,3.3880025,Secondary,2367.375906,Nigeria,High Performer
EVER YOUNG,6.4633362,3.3885988,Secondary,0.0,Nigeria,Dead Whitespace
BENGOE,6.4633388,3.3880698,Secondary,0.0,Nigeria,Dead Whitespace
MECHAVIAL,6.4633482,3.3879935,Secondary,1793.5615845,Nigeria,High Performer
DE-FAVOUR,6.4633779,3.3879933,Secondary,0.0,Nigeria,Dead Whitespace
STANLEY,6.4633791,3.3879423,Secondary,0.0,Nigeria,Dead Whitespace
CHRIST SUNNY,6.4633877,3.387936,Secondary,0.0,Nigeria,Dead Whitespace
ONO-OLIVIANNA,6.4633922,3.3879295,Secondary,0.0,Nigeria,Dead Whitespace
T-GOD,6.4633924,3.387932,Secondary,0.0,Nigeria,Dead Whitespace
AUSTIN OX,6.4634007,3.3879759,Secondary,0.0,Nigeria,Dead Whitespace
ROMY&BROTH,6.4634014,3.3879335,Secondary,0.0,Nigeria,Dead Whitespace
ABUCHI DIVINE,6.463423,3.388045,Secondary,0.0,Nigeria,Dead Whitespace
ALOY,6.4634366,3.3880461,Secondary,0.0,Nigeria,Dead Whitespace
NKOYO CHEMIST,6.4634456,3.3883337,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE WISDOM STORE,6.4634465,3.389041,Secondary,0.0,Nigeria,Dead Whitespace
PROPHETIC MEDICINE STORE,6.4634474,3.3880737,Secondary,0.0,Nigeria,Dead Whitespace
COVENANT LINK,6.4634498,3.3878559,Secondary,0.0,Nigeria,Dead Whitespace
CHUK'S CHEMIST STORE,6.463467,3.3892024,Secondary,0.0,Nigeria,Dead Whitespace
USMAN,6.4634871,3.3881256,Secondary,0.0,Nigeria,Dead Whitespace
UBUBA,6.4634939,3.3881266,Secondary,0.0,Nigeria,Dead Whitespace
V-ICON INVESTMENT,6.4634979,3.3881169,Secondary,0.0,Nigeria,Dead Whitespace
Frank Mario,6.4635008,3.1969539,Secondary,512.62224,Nigeria,Active
JOEL,6.4635627,3.1134076,Secondary,0.0,Nigeria,Dead Whitespace
MC TOTAL CARE LIMITED,6.4636005,3.3881863,Secondary,0.0,Nigeria,Dead Whitespace
EVER YOUNG INVESTMENT,6.4636018,3.387868,Secondary,0.0,Nigeria,Dead Whitespace
GOODNESS AND MERCY,6.463628,3.3880024,Secondary,1481.87235,Nigeria,High Performer
BLESSED LIFE INV.,6.4636496,3.387968,Secondary,0.0,Nigeria,Dead Whitespace
24 Excellence Chem,6.4636564,3.3872029,Secondary,112.4214,Nigeria,Low Performer
CHARLESMAN,6.4637339,3.3255354,Secondary,0.0,Nigeria,Dead Whitespace
SLASH THE PRICE PHARMACY LTD,6.4637358,3.3879719,Secondary,0.0,Nigeria,Dead Whitespace
BABACHO,6.4637363,3.3256015,Secondary,0.0,Nigeria,Dead Whitespace
OLIVER STORE,6.4637483,3.3256277,Secondary,0.0,Nigeria,Dead Whitespace
EMMANUEL CHEMIST,6.4637555,3.1683888,Secondary,0.0,Nigeria,Dead Whitespace
ACHUBBI MULTI SOURCE,6.4637686,3.3878755,Secondary,0.0,Nigeria,Dead Whitespace
CHISO VENTURE,6.4638039,3.3877827,Secondary,0.0,Nigeria,Dead Whitespace
EBEN INVESTMET,6.4638189,3.3878966,Secondary,0.0,Nigeria,Dead Whitespace
ABDULLAHI STORES,6.4638213,3.3881901,Secondary,0.0,Nigeria,Dead Whitespace
GOD'S WILL,6.463825,3.3879017,Secondary,0.0,Nigeria,Dead Whitespace
BYDOW,6.4638291,3.5574762,Secondary,151.5489255,Nigeria,Low Performer
BRUTUS VENTURE,6.4638315,3.3259012,Secondary,0.0,Nigeria,Dead Whitespace
ARISE & SHINE,6.4638366,3.3878865,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE KINGS VENTURE,6.4638382,3.3882277,Secondary,0.0,Nigeria,Dead Whitespace
ALHAJA,6.463843,3.3882277,Secondary,0.0,Nigeria,Dead Whitespace
ALFA LOKMON,6.4638432,3.3882298,Secondary,0.0,Nigeria,Dead Whitespace
FIGAB PHARMACY,6.4638441,3.387958,Secondary,0.0,Nigeria,Dead Whitespace
Dophen Pharma and Healthcare Ltd,6.4638482,3.3879078,Primary,0.0,Nigeria,Dead Whitespace
7017928389,6.4638505,3.2508052,Secondary,51.33744,Nigeria,Underperforming
BICON VENTURE,6.4638529,3.3878881,Secondary,0.0,Nigeria,Dead Whitespace
EBENEZA RX,6.463854,3.3879011,Secondary,0.0,Nigeria,Dead Whitespace
BLESSED DOMINIC,6.4638674,3.3879156,Secondary,0.0,Nigeria,Dead Whitespace
ALKABEL,6.4638727,3.3878593,Secondary,0.0,Nigeria,Dead Whitespace
T AND F STORE,6.4638785,3.325647,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE CHENIC PHARMACY,6.463879,3.3879216,Secondary,0.0,Nigeria,Dead Whitespace
HARANY PHARMACY,6.4638815,3.3879223,Secondary,0.0,Nigeria,Dead Whitespace
E-MEC IMPEX PHARMACY,6.4638933,3.3879582,Secondary,0.0,Nigeria,Dead Whitespace
BENJIL,6.4639089,3.3878251,Secondary,0.0,Nigeria,Dead Whitespace
NWOBOD,6.463919,3.3880931,Secondary,0.0,Nigeria,Dead Whitespace
LAND OF CHOSEN,6.4639354,3.3878593,Secondary,0.0,Nigeria,Dead Whitespace
GOZIE PHARMACY,6.4639432,3.3879717,Secondary,0.0,Nigeria,Dead Whitespace
WIND OF FAVOUR,6.4639468,3.3880319,Secondary,0.0,Nigeria,Dead Whitespace
CITY NONSO,6.4639591,3.3879621,Secondary,0.0,Nigeria,Dead Whitespace
DRUG SMART PHARMACY,6.4639615,3.3879814,Secondary,0.0,Nigeria,Dead Whitespace
UNITY STAR PHARMACY,6.46397,3.3880223,Secondary,0.0,Nigeria,Dead Whitespace
IKENA,6.4639759,3.3879105,Secondary,0.0,Nigeria,Dead Whitespace
PAM-SAB INVESTMENT,6.4639949,3.3880545,Secondary,0.0,Nigeria,Dead Whitespace
BEGINNING & END,6.4640026,3.3880159,Secondary,0.0,Nigeria,Dead Whitespace
BABACHO,6.4640043,3.3257801,Secondary,0.0,Nigeria,Dead Whitespace
UNATSON,6.4640048,3.3880548,Secondary,0.0,Nigeria,Dead Whitespace
BRIGHT C. ENTERPRISE,6.464006,3.3880594,Secondary,0.0,Nigeria,Dead Whitespace
EKENEBOLOGAB,6.4640138,3.3873367,Secondary,3040.3123485,Nigeria,High Performer
KUNNEX,6.4640163,3.3881458,Secondary,0.0,Nigeria,Dead Whitespace
JOE BLISS ENT,6.4640247,3.3880975,Secondary,0.0,Nigeria,Dead Whitespace
CHRIST NELB,6.4640257,3.3880616,Secondary,0.0,Nigeria,Dead Whitespace
MASTER KEYS,6.4640268,3.3880394,Secondary,0.0,Nigeria,Dead Whitespace
GREAT CHUDDU,6.4640331,3.3880581,Secondary,0.0,Nigeria,Dead Whitespace
ORE OFE STORE,6.4640342,3.3254015,Secondary,0.0,Nigeria,Dead Whitespace
SAM BRIGHT,6.464036,3.3880533,Secondary,0.0,Nigeria,Dead Whitespace
NWAEZE,6.4640391,3.3880573,Secondary,0.0,Nigeria,Dead Whitespace
EZEUGO RESOURCES,6.4640397,3.2715264,Secondary,0.0,Nigeria,Dead Whitespace
Shalina-Tunde Ibrahim,6.4640429,3.3880517,Primary,0.0,Nigeria,Dead Whitespace
APEX INV.,6.4640443,3.3881325,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE RICHES COSMETICS,6.464045,3.3254817,Secondary,0.0,Nigeria,Dead Whitespace
CHUCK ELLO,6.4640466,3.388057,Secondary,0.0,Nigeria,Dead Whitespace
ROSE BASE,6.4640483,3.388136,Secondary,0.0,Nigeria,Dead Whitespace
CHRIST LIGHT VEN,6.4640487,3.3880598,Secondary,0.0,Nigeria,Dead Whitespace
MIRACLE,6.4640493,3.3254187,Secondary,0.0,Nigeria,Dead Whitespace
MASTER KEYS,6.4640497,3.3881295,Secondary,0.0,Nigeria,Dead Whitespace
JOE BEST,6.4640501,3.3880712,Secondary,0.0,Nigeria,Dead Whitespace
C.J. PARKER,6.4640505,3.3880625,Secondary,0.0,Nigeria,Dead Whitespace
DIVINE TRINITY,6.464051,3.3880733,Secondary,0.0,Nigeria,Dead Whitespace
SUNNY BEST,6.4640522,3.3880857,Secondary,0.0,Nigeria,Dead Whitespace
MOSTAIN,6.4640526,3.3880443,Secondary,0.0,Nigeria,Dead Whitespace
NEW HOPE,6.4640554,3.3880806,Secondary,0.0,Nigeria,Dead Whitespace
OSHALEKE,6.4640567,3.3880373,Secondary,0.0,Nigeria,Dead Whitespace
